Age Band,Gender,Time in current job,Highest Qualification,No. of Kids,Favourite subject at school,Last country visited,Make of phone
20-30,M,5,PhD,0,Physics,Germany,Apple
_Group1_Person1
_Group1_Person2
_Group1_Person3
31-40,F,0,LLB,0,English Literature,Austria,Samsung
31-40,M,0,MA,0,Mathematics,USA,Apple
31-40,M,0,MA,2,Biology,Australia,Samsumg
_Group3_Person1
_Group3_Person2
_Group3_Person3
_Group3_Person4
